"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X2ndFlrSF","LowQualFinSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","Functional","GarageFinish","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","have_Garage","Fireplaces_present","pool_present","FullBath_total","HalfBath_total"
645,20,"FV",85,9187,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","1Story",9,5,2009,FALSE,"CemntBd","CmentBd","Stone",162,3,"PConc",4,2,2,6,1,645,1766,5,0,0,1766,2,1,7,3,478,"Y",195,130,0,FALSE,"None",0,10,2009,FALSE,370878,TRUE,TRUE,FALSE,3,1
646,20,"RL",75.2821661722429,10530,3,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",6,5,1971,TRUE,"Plywood","Plywood","None",0,3,"CBlock",2,2,1,5,2,664,981,3,0,0,981,3,1,7,1,576,"Y",0,312,40,FALSE,"None",0,3,2007,TRUE,143250,TRUE,FALSE,FALSE,2,1
647,20,"RL",60,7200,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,5,1950,TRUE,"MetalSd","MetalSd","None",0,3,"CBlock",0,0,0,0,0,0,0,4,0,0,1048,3,1,6,1,420,"Y",0,27,0,FALSE,"None",0,7,2008,TRUE,98300,TRUE,FALSE,FALSE,1,0
648,20,"RL",85,10452,3,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1Story",6,5,1953,TRUE,"Wd Sdng","Wd Sdng","Stone",216,3,"CBlock",2,2,2,3,1,594,1094,5,0,0,1094,3,1,7,2,495,"Y",0,0,0,FALSE,"None",0,6,2008,TRUE,155000,TRUE,TRUE,FALSE,1,0
649,60,"RL",70,7700,4,TRUE,"Inside",TRUE,"NAmes","PosN","1Fam","2Story",6,5,1966,FALSE,"MetalSd","MetalSd","BrkFace",351,3,"CBlock",2,2,1,1,1,756,756,3,788,0,1839,4,1,7,1,442,"Y",0,124,216,FALSE,"None",0,6,2010,TRUE,155000,TRUE,TRUE,FALSE,1,1
650,180,"RM",21,1936,4,TRUE,"Inside",TRUE,"MeadowV","Norm","Twnhs","SFoyer",4,6,1970,FALSE,"CemntBd","CmentBd","None",0,3,"CBlock",3,2,3,4,6,0,630,4,0,0,630,1,1,7,0,0,"Y",0,0,0,TRUE,"None",0,12,2007,TRUE,84500,FALSE,FALSE,FALSE,2,0
652,70,"RL",60,9084,4,TRUE,"Inside",TRUE,"Edwards","Artery","1Fam","2Story",4,5,1950,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,2,1,1,755,755,3,755,0,1510,4,1,7,1,296,"P",120,0,0,TRUE,"None",0,10,2009,TRUE,108000,TRUE,TRUE,FALSE,2,0
653,60,"RL",70,8750,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",7,5,1996,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,880,880,5,807,0,1716,2,1,7,2,512,"Y",0,120,0,FALSE,"None",0,7,2009,TRUE,191000,TRUE,TRUE,FALSE,2,1
654,50,"RM",60,10320,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","1Fam","1.5Fin",6,7,1995,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,1,1,1,756,756,5,713,0,1469,3,1,7,1,216,"Y",57,0,239,TRUE,"None",0,6,2008,TRUE,135000,TRUE,FALSE,FALSE,1,0
655,20,"RL",91,10437,3,TRUE,"Inside",TRUE,"NoRidge","Norm","1Fam","1Story",8,6,1995,TRUE,"MetalSd","MetalSd","BrkFace",660,4,"PConc",3,2,4,6,1,413,2109,5,0,0,2113,2,1,7,3,839,"Y",236,46,0,FALSE,"None",0,8,2008,TRUE,350000,TRUE,TRUE,FALSE,3,1
656,160,"RM",21,1680,4,TRUE,"Inside",TRUE,"BrDale","Norm","Twnhs","2Story",6,5,1971,FALSE,"HdBoard","ImStucc","BrkFace",381,3,"CBlock",2,2,1,1,1,525,525,3,567,0,1092,3,1,7,1,264,"Y",0,0,0,FALSE,"None",0,3,2010,FALSE,88000,TRUE,FALSE,FALSE,1,1
657,20,"RL",72,10007,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,7,2006,FALSE,"HdBoard","HdBoard","BrkFace",54,3,"CBlock",2,2,1,5,1,247,1053,5,0,0,1053,3,1,7,2,312,"Y",0,0,0,TRUE,"None",0,8,2008,TRUE,145500,TRUE,FALSE,FALSE,2,1
658,70,"RL",60,7200,4,FALSE,"Inside",FALSE,"Crawfor","Norm","1Fam","2Story",7,6,2000,FALSE,"Stucco","Wd Shng","None",0,2,"Other",3,2,1,1,1,776,776,3,651,0,1502,3,1,7,2,270,"P",0,0,112,TRUE,"None",0,2,2008,TRUE,149000,TRUE,TRUE,FALSE,1,1
659,50,"RL",78,17503,4,TRUE,"Inside",TRUE,"NAmes","Artery","1Fam","1.5Fin",6,5,1950,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,1,1,912,912,3,546,0,1458,3,1,7,1,330,"Y",192,0,0,FALSE,"None",0,1,2010,FALSE,97500,TRUE,TRUE,FALSE,1,1
660,20,"RL",75,9937,4,TRUE,"Corner",TRUE,"Edwards","Norm","1Fam","1Story",5,7,1999,TRUE,"MetalSd","MetalSd","None",0,4,"PConc",2,2,1,4,1,849,1486,5,0,0,1486,3,1,7,3,480,"Y",0,0,0,TRUE,"None",0,3,2009,TRUE,167000,TRUE,FALSE,FALSE,2,0
661,60,"RL",81.9518706717101,12384,4,TRUE,"Other",TRUE,"NWAmes","Norm","1Fam","2Story",7,7,1976,FALSE,"Plywood","Plywood","BrkFace",233,3,"CBlock",3,2,1,1,1,793,793,3,793,0,1935,3,1,7,2,550,"Y",0,113,252,FALSE,"None",0,11,2007,TRUE,197900,TRUE,TRUE,FALSE,2,1
662,60,"RL",52,46589,2,TRUE,"Other",TRUE,"NoRidge","Norm","1Fam","2Story",8,7,2005,TRUE,"VinylSd","VinylSd","BrkFace",528,3,"PConc",3,3,1,6,3,88,1629,5,762,0,2448,4,1,7,2,711,"Y",517,76,0,FALSE,"None",0,7,2009,TRUE,402000,TRUE,TRUE,FALSE,3,1
663,20,"RL",120,13560,4,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",6,3,1968,TRUE,"Wd Sdng","Wd Sdng","BrkFace",216,3,"CBlock",1,1,1,1,1,1392,1392,4,0,0,1392,2,1,2,2,576,"Y",0,0,240,FALSE,"None",0,7,2009,TRUE,110000,TRUE,TRUE,FALSE,2,0
664,80,"RL",90,10012,4,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","SFoyer",4,5,1972,FALSE,"Plywood","Plywood","None",0,3,"CBlock",3,2,3,4,3,38,1138,3,0,0,1181,3,1,7,2,588,"Y",0,0,180,TRUE,"None",0,4,2008,TRUE,137500,TRUE,FALSE,FALSE,3,0
665,20,"RL",49,20896,2,TRUE,"Other",TRUE,"Somerst","NR","1Fam","1Story",8,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",4,2,2,6,1,356,2077,5,0,0,2097,1,1,7,3,1134,"Y",192,267,0,FALSE,"None",0,1,2006,FALSE,423000,TRUE,TRUE,FALSE,2,1
666,60,"RL",106,11194,3,TRUE,"Corner",TRUE,"Gilbert","Norm","1Fam","2Story",8,5,2000,FALSE,"VinylSd","VinylSd","BrkFace",40,3,"PConc",3,2,1,1,1,1406,1406,5,482,0,1936,3,1,7,2,504,"Y",188,124,0,FALSE,"None",0,11,2006,TRUE,230500,TRUE,TRUE,FALSE,2,1
667,60,"RL",83.0993444666486,18450,3,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","2Story",6,5,1979,TRUE,"Plywood","Plywood","BrkCmn",113,4,"CBlock",3,2,1,2,3,111,1021,3,915,0,2380,3,1,1,1,596,"Y",0,265,0,FALSE,"None",0,8,2007,FALSE,129000,TRUE,TRUE,FALSE,2,1
668,20,"RL",65,8125,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","1Story",6,5,1998,FALSE,"HdBoard","HdBoard","BrkFace",258,3,"PConc",3,2,1,6,1,270,1408,5,0,0,1679,3,1,7,2,575,"Y",224,42,0,FALSE,"None",0,10,2008,TRUE,193500,TRUE,TRUE,FALSE,3,0
669,20,"RL",89.4966691689184,14175,4,FALSE,"Corner",FALSE,"Sawyer","Norm","1Fam","1Story",5,6,1987,FALSE,"CemntBd","Wd Sdng","None",0,3,"CBlock",2,2,1,3,1,200,1188,4,0,0,1437,3,1,5,1,576,"Y",304,0,0,FALSE,"None",0,11,2006,TRUE,168000,TRUE,TRUE,FALSE,2,1
670,30,"RL",80,11600,4,TRUE,"Inside",TRUE,"Crawfor","Norm","1Fam","1Story",4,5,1950,FALSE,"MetalSd","MetalSd","None",0,3,"Other",1,2,1,1,1,700,700,5,0,0,1180,2,1,7,1,252,"Y",0,0,67,FALSE,"None",0,7,2006,TRUE,137500,TRUE,TRUE,FALSE,1,0
671,60,"RL",64,8633,4,TRUE,"Other",TRUE,"CollgCr","Norm","1Fam","2Story",6,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,545,738,5,738,0,1476,3,1,7,3,540,"Y",100,35,0,FALSE,"None",0,2,2009,TRUE,173500,TRUE,FALSE,FALSE,3,1
672,70,"RH",54,6629,4,TRUE,"Inside",TRUE,"Edwards","Artery","1Fam","2Story",6,6,1950,TRUE,"Wd Sdng","Wd Sdng","None",0,4,"Other",2,2,1,4,1,121,672,3,672,0,1369,3,1,7,1,300,"Y",147,0,0,FALSE,"None",0,7,2009,TRUE,103600,TRUE,FALSE,FALSE,3,0
673,20,"RL",75.9928187444616,11250,3,TRUE,"Inside",TRUE,"Veenker","Norm","1Fam","1Story",6,6,1977,FALSE,"Plywood","Plywood","None",0,3,"CBlock",3,2,1,5,1,441,1208,3,0,0,1208,3,1,7,2,546,"Y",198,42,0,FALSE,"None",0,6,2006,TRUE,165000,TRUE,TRUE,FALSE,2,1
674,20,"RL",110,14442,4,TRUE,"Inside",TRUE,"Crawfor","Norm","1Fam","1Story",6,7,2004,TRUE,"CemntBd","CmentBd","BrkFace",106,3,"PConc",2,2,1,6,1,291,1477,5,0,0,1839,3,1,7,3,416,"Y",0,87,0,FALSE,"None",0,6,2007,TRUE,257500,TRUE,TRUE,FALSE,3,0
675,20,"RL",80,9200,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",6,6,1965,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,3,1,244,1136,3,0,0,1136,3,1,7,2,384,"Y",426,0,0,FALSE,"None",0,7,2008,TRUE,140000,TRUE,TRUE,FALSE,2,0
676,160,"RL",24,2289,4,TRUE,"Inside",TRUE,"NPkVill","Norm","Twnhs","2Story",6,6,1978,FALSE,"Plywood","Brk Cmn","None",0,3,"CBlock",2,2,1,5,1,544,855,3,586,0,1441,3,1,7,1,440,"Y",28,0,0,FALSE,"None",0,4,2009,TRUE,148500,TRUE,TRUE,FALSE,2,1
677,70,"RM",60,9600,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","2Story",4,2,1950,FALSE,"AsbShng","Stucco","None",0,3,"Other",2,1,1,1,1,1095,1095,2,679,0,1774,4,2,5,1,779,"N",0,0,90,FALSE,"None",0,5,2006,TRUE,87000,TRUE,FALSE,FALSE,3,0
678,30,"RL",52,9022,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","1Story",5,8,2006,FALSE,"VinylSd","VinylSd","None",0,3,"Other",2,2,1,1,1,768,768,5,0,0,792,2,1,7,1,240,"N",316,0,120,FALSE,"None",0,5,2009,TRUE,109500,TRUE,FALSE,FALSE,1,0
679,20,"RL",80,11844,3,TRUE,"Inside",TRUE,"StoneBr","Norm","1Fam","1Story",8,5,2008,TRUE,"VinylSd","VinylSd","Stone",464,3,"PConc",4,2,2,1,1,2046,2046,5,0,0,2046,3,1,7,3,834,"Y",322,82,0,FALSE,"None",0,7,2009,FALSE,372500,TRUE,TRUE,FALSE,2,1
680,20,"RL",74.7047609573152,9945,3,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,5,1961,TRUE,"Wd Sdng","Wd Sdng","BrkFace",57,3,"CBlock",2,2,1,3,1,161,988,3,0,0,988,3,1,7,1,572,"Y",0,0,0,FALSE,"None",0,10,2007,TRUE,128500,TRUE,FALSE,FALSE,2,0
681,120,"RL",50,8012,4,TRUE,"Inside",TRUE,"SawyerW","Norm","TwnhsE","1Story",6,5,1980,FALSE,"Plywood","Plywood","None",0,3,"CBlock",3,2,1,4,4,261,923,3,0,0,923,2,1,7,2,264,"Y",80,0,0,FALSE,"None",0,5,2010,TRUE,143000,TRUE,TRUE,FALSE,2,0
682,50,"RH",55,4500,2,FALSE,"Inside",TRUE,"SWISU","Norm","1Fam","1.5Fin",5,5,2000,FALSE,"VinylSd","Stucco","None",0,3,"Other",2,2,1,3,1,611,793,5,672,0,1520,3,1,7,1,281,"Y",0,0,56,FALSE,"None",0,7,2009,FALSE,159434,TRUE,FALSE,FALSE,1,0
683,120,"RL",41.9446393328006,2887,4,FALSE,"Inside",TRUE,"ClearCr","Norm","1Fam","1Story",6,5,1997,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",3,2,2,6,1,288,1291,5,0,0,1291,2,1,7,1,431,"Y",307,0,0,FALSE,"None",0,11,2008,TRUE,173000,TRUE,TRUE,FALSE,2,0
684,20,"RL",90,11248,3,TRUE,"Corner",TRUE,"CollgCr","Norm","1Fam","1Story",9,5,2002,TRUE,"VinylSd","VinylSd","Stone",215,3,"PConc",3,2,3,6,1,567,1626,5,0,0,1668,3,1,7,3,702,"Y",257,45,0,FALSE,"None",0,7,2007,TRUE,285000,TRUE,TRUE,FALSE,3,0
685,60,"RL",58,16770,2,TRUE,"Other",TRUE,"NoRidge","Norm","1Fam","2Story",7,5,1998,FALSE,"VinylSd","VinylSd","BrkFace",30,3,"PConc",3,2,1,1,1,1195,1195,4,644,0,1839,4,1,7,3,486,"Y",0,81,0,FALSE,"None",0,6,2010,TRUE,221000,TRUE,FALSE,FALSE,2,1
686,160,"RL",69.8851546932264,5062,3,TRUE,"Other",TRUE,"StoneBr","Norm","TwnhsE","2Story",7,5,1984,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",3,2,2,6,2,180,1190,4,900,0,2090,3,1,6,3,577,"Y",219,0,0,FALSE,"None",0,9,2007,TRUE,207500,TRUE,TRUE,FALSE,3,0
687,60,"FV",84,10207,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",7,6,2007,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,874,874,5,887,0,1761,3,1,7,3,578,"Y",144,105,0,FALSE,"None",0,8,2007,FALSE,227875,TRUE,FALSE,FALSE,3,0
688,160,"FV",72.8018028639245,5105,2,TRUE,"Other",TRUE,"Somerst","Norm","TwnhsE","2Story",7,5,2004,FALSE,"MetalSd","MetalSd","None",0,3,"PConc",3,2,1,6,1,312,551,5,551,0,1102,2,1,7,1,480,"Y",0,60,0,FALSE,"None",0,3,2007,TRUE,148800,TRUE,FALSE,FALSE,2,1
689,20,"RL",60,8089,4,FALSE,"Inside",TRUE,"StoneBr","Norm","1Fam","1Story",8,6,2007,FALSE,"MetalSd","MetalSd","BrkFace",0,3,"PConc",3,2,3,6,1,474,1419,5,0,0,1419,2,1,7,2,567,"Y",140,0,0,FALSE,"None",0,10,2007,FALSE,392000,TRUE,TRUE,FALSE,3,0
690,120,"RL",61,7577,3,TRUE,"Corner",TRUE,"NridgHt","Norm","TwnhsE","1Story",6,5,2006,FALSE,"VinylSd","VinylSd","Stone",256,3,"PConc",3,2,3,5,1,1342,1362,5,0,0,1362,2,1,7,2,460,"Y",192,28,0,FALSE,"None",0,6,2007,TRUE,194700,TRUE,TRUE,FALSE,2,0
691,120,"RM",48.4278581419595,4426,4,TRUE,"Inside",TRUE,"CollgCr","Norm","TwnhsE","1Story",6,5,2004,FALSE,"VinylSd","VinylSd","BrkFace",147,3,"PConc",3,2,4,6,1,151,848,5,0,0,848,1,1,7,2,420,"Y",149,0,0,FALSE,"None",0,5,2008,TRUE,141000,TRUE,TRUE,FALSE,2,0
692,60,"RL",104,21535,3,TRUE,"Corner",TRUE,"NoRidge","Norm","1Fam","2Story",10,6,1995,FALSE,"HdBoard","HdBoard","BrkFace",1170,3,"PConc",4,2,4,6,1,989,2444,5,1872,0,4316,4,1,7,3,832,"Y",382,50,0,FALSE,"None",0,1,2007,TRUE,755000,TRUE,TRUE,FALSE,3,2
693,60,"RL",42,26178,3,TRUE,"Inside",FALSE,"Timber","Norm","1Fam","2Story",7,5,1990,TRUE,"MetalSd","MetalSd","BrkFace",293,3,"PConc",3,2,4,6,1,245,1210,5,1281,0,2519,4,1,7,2,628,"Y",320,27,0,FALSE,"None",0,4,2006,TRUE,335000,TRUE,TRUE,FALSE,3,1
694,30,"RL",60,5400,4,TRUE,"Corner",FALSE,"OldTown","Norm","1Fam","1Story",5,6,1968,FALSE,"MetalSd","MetalSd","None",0,3,"Other",2,2,1,1,1,1073,1073,5,0,0,1073,2,1,7,1,326,"Y",0,0,112,FALSE,"None",0,12,2006,FALSE,108480,TRUE,FALSE,FALSE,1,0
695,50,"RM",51,6120,4,TRUE,"Corner",TRUE,"BrkSide","Norm","1Fam","1.5Fin",5,6,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,2,"Other",2,2,1,1,1,927,927,3,472,0,1539,3,1,7,1,576,"Y",112,0,0,TRUE,"None",0,4,2009,TRUE,141500,TRUE,FALSE,FALSE,1,1
696,20,"RL",54,13811,3,TRUE,"Inside",TRUE,"Timber","Norm","1Fam","1Story",6,6,1987,FALSE,"HdBoard","HdBoard","BrkFace",72,3,"CBlock",3,3,1,6,2,92,1112,4,0,0,1137,2,1,7,1,551,"Y",125,0,0,FALSE,"None",0,7,2006,TRUE,176000,TRUE,TRUE,FALSE,3,0
697,30,"RM",50,6000,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1Story",5,7,1950,FALSE,"Wd Sdng","Wd Shng","None",0,3,"CBlock",2,2,1,2,1,0,616,4,0,0,616,2,1,7,1,205,"Y",0,0,129,FALSE,"None",0,6,2006,TRUE,89000,TRUE,FALSE,FALSE,1,0
698,20,"RL",57,6420,3,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1Story",5,7,1952,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"PConc",4,3,2,2,5,219,980,2,0,0,1148,2,1,7,1,308,"Y",0,0,0,FALSE,"None",0,9,2006,TRUE,123500,TRUE,FALSE,FALSE,1,1
699,20,"RL",65,8450,4,TRUE,"Inside",TRUE,"Sawyer","NR","1Fam","1Story",5,8,2009,FALSE,"MetalSd","MetalSd","None",0,4,"CBlock",2,2,1,6,4,224,894,5,0,0,894,3,1,7,1,336,"Y",416,144,0,TRUE,"None",0,4,2010,TRUE,138500,TRUE,TRUE,FALSE,2,0
700,120,"FV",59,4282,2,TRUE,"Inside",TRUE,"Somerst","Norm","TwnhsE","1Story",7,5,2004,FALSE,"MetalSd","MetalSd","None",0,3,"PConc",3,2,2,6,1,1375,1391,5,0,0,1391,2,1,7,2,530,"Y",156,158,0,FALSE,"None",0,7,2008,TRUE,196000,TRUE,FALSE,FALSE,2,0
701,20,"RL",85,14331,4,TRUE,"Inside",TRUE,"Timber","Norm","1Fam","1Story",8,5,2002,TRUE,"VinylSd","VinylSd","BrkFace",630,3,"PConc",4,2,4,6,1,526,1800,5,0,0,1800,3,1,7,3,765,"Y",270,78,0,FALSE,"None",0,5,2006,TRUE,312500,TRUE,TRUE,FALSE,3,0
702,20,"RL",80,9600,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",7,5,1969,TRUE,"HdBoard","HdBoard","BrkFace",168,3,"CBlock",2,2,1,1,1,1164,1164,3,0,0,1164,3,1,7,1,528,"Y",0,0,0,FALSE,"None",0,7,2006,TRUE,140000,TRUE,FALSE,FALSE,1,1
703,60,"RL",82,12438,3,TRUE,"Inside",TRUE,"StoneBr","Norm","1Fam","2Story",8,5,2006,TRUE,"VinylSd","VinylSd","BrkFace",466,3,"PConc",4,3,1,1,1,1234,1234,5,1312,0,2576,4,1,7,3,666,"Y",324,100,0,FALSE,"None",0,7,2006,FALSE,361919,TRUE,TRUE,FALSE,2,1
704,190,"RM",76,7630,4,TRUE,"Inside",TRUE,"OldTown","Feedr","2fmCon","2Story",5,9,1996,FALSE,"Wd Sdng","Wd Sdng","None",0,4,"Other",3,2,1,1,1,360,360,4,780,0,1812,4,2,7,1,672,"N",344,0,40,TRUE,"None",0,5,2010,TRUE,140000,TRUE,TRUE,FALSE,2,0
705,20,"RL",70,8400,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2005,FALSE,"VinylSd","VinylSd","BrkFace",109,3,"PConc",3,2,3,6,1,761,1473,5,0,0,1484,3,1,7,2,606,"Y",0,35,0,FALSE,"None",0,5,2010,TRUE,213000,TRUE,FALSE,FALSE,3,0
706,190,"RM",70,5600,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","2fmCon","2Story",4,5,1950,TRUE,"VinylSd","Wd Shng","None",0,2,"Other",0,0,0,0,0,0,0,2,720,0,1092,3,2,4,0,0,"N",0,0,0,FALSE,"Othr",3500,7,2010,TRUE,55000,FALSE,FALSE,FALSE,2,0
707,20,"RL",104.50045819463,115149,2,FALSE,"Other",FALSE,"ClearCr","Norm","1Fam","1Story",7,5,2002,FALSE,"Plywood","Plywood","Stone",351,3,"CBlock",3,2,4,6,1,424,1643,3,0,0,1824,2,1,7,1,739,"Y",380,48,0,FALSE,"None",0,6,2007,TRUE,302000,TRUE,TRUE,FALSE,3,0
708,120,"RL",48,6240,4,TRUE,"Inside",TRUE,"NridgHt","Norm","TwnhsE","1Story",8,5,2006,TRUE,"MetalSd","MetalSd","BrkFace",176,3,"PConc",3,2,1,6,1,461,1324,5,0,0,1324,2,1,7,3,550,"Y",192,38,0,FALSE,"None",0,12,2009,TRUE,254000,TRUE,TRUE,FALSE,3,0
709,60,"RL",65,9018,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","2Story",7,5,2007,TRUE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,1,1,728,728,5,728,0,1456,3,1,7,3,400,"Y",100,24,0,FALSE,"None",0,7,2007,FALSE,179540,TRUE,TRUE,FALSE,2,1
710,20,"RL",71.9578913621976,7162,3,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,7,1966,FALSE,"HdBoard","HdBoard","BrkCmn",41,3,"PConc",2,2,1,1,1,876,876,3,0,0,904,3,1,7,1,408,"Y",0,0,0,TRUE,"None",0,12,2008,FALSE,109900,TRUE,FALSE,FALSE,1,0
711,30,"RL",56,4130,3,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1Story",3,6,2003,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,1,1,270,270,4,0,0,729,2,1,2,0,0,"N",0,0,0,FALSE,"None",0,7,2008,TRUE,52000,FALSE,FALSE,FALSE,1,0
712,50,"C (all)",66,8712,4,FALSE,"Inside",FALSE,"IDOTRR","Norm","1Fam","1.5Fin",4,7,1950,FALSE,"MetalSd","MetalSd","None",0,3,"Other",2,2,2,1,1,859,859,4,319,0,1178,2,1,7,2,384,"N",68,0,98,FALSE,"None",0,1,2010,FALSE,102776,TRUE,FALSE,FALSE,1,0
713,120,"RL",40,4671,3,FALSE,"Inside",TRUE,"StoneBr","Norm","TwnhsE","1Story",8,5,1989,FALSE,"HdBoard","HdBoard","None",0,3,"PConc",3,2,2,6,1,461,1228,4,0,0,1228,2,1,7,3,472,"Y",168,120,0,FALSE,"None",0,10,2008,TRUE,189000,TRUE,TRUE,FALSE,3,0
714,190,"RL",60,9873,4,TRUE,"Inside",TRUE,"BrkSide","NR","2fmCon","1Story",4,5,1970,FALSE,"HdBoard","HdBoard","BrkFace",160,3,"CBlock",2,2,3,5,1,171,960,3,0,0,960,3,1,7,1,576,"Y",0,288,0,FALSE,"None",0,5,2006,TRUE,129000,TRUE,FALSE,FALSE,2,0
715,60,"RL",78.2303873294891,13517,3,TRUE,"Other",TRUE,"Sawyer","NR","1Fam","2Story",6,8,2005,FALSE,"HdBoard","Plywood","BrkFace",289,3,"CBlock",2,2,1,6,1,192,725,5,754,0,1479,3,1,7,2,475,"Y",0,44,0,FALSE,"None",0,3,2010,TRUE,130500,TRUE,FALSE,FALSE,2,1
716,20,"RL",78,10140,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",6,5,1974,TRUE,"HdBoard","HdBoard","BrkFace",174,3,"CBlock",3,2,1,1,1,1064,1064,3,0,0,1350,3,1,7,2,478,"Y",0,0,0,TRUE,"None",0,8,2009,TRUE,165000,TRUE,TRUE,FALSE,2,0
717,70,"RM",60,10800,4,FALSE,"Inside",TRUE,"OldTown","Norm","1Fam","2Story",7,8,1998,FALSE,"Wd Sdng","VinylSd","None",0,4,"Other",2,2,1,1,1,718,718,5,978,0,2554,3,1,7,1,704,"P",0,48,143,FALSE,"None",0,7,2007,TRUE,159500,TRUE,FALSE,FALSE,1,1
718,20,"RL",80,10000,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","1Story",5,6,2000,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",3,2,1,4,1,92,1176,4,0,0,1178,3,1,7,1,439,"Y",224,0,0,TRUE,"None",0,11,2008,TRUE,157000,TRUE,TRUE,FALSE,1,2
719,60,"RL",96,10542,4,TRUE,"Inside",TRUE,"NoRidge","Norm","1Fam","2Story",7,5,1994,TRUE,"Wd Sdng","ImStucc","BrkFace",651,3,"PConc",3,2,4,6,1,138,1311,5,1093,0,2418,3,1,7,2,983,"Y",250,154,216,FALSE,"None",0,8,2008,TRUE,341000,TRUE,TRUE,FALSE,3,1
720,20,"RL",69,9920,3,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",5,6,1969,FALSE,"HdBoard","Plywood","None",0,3,"CBlock",3,2,4,5,1,448,971,3,0,0,971,3,1,7,1,300,"Y",0,0,0,FALSE,"None",0,5,2006,TRUE,128500,TRUE,TRUE,FALSE,1,1
721,120,"RL",71.3666679028101,6563,3,FALSE,"Other",FALSE,"StoneBr","Norm","1Fam","1Story",8,5,1985,FALSE,"HdBoard","HdBoard","None",0,3,"PConc",3,2,4,6,1,594,1742,3,0,0,1742,2,1,7,2,564,"Y",114,28,234,FALSE,"None",0,12,2006,TRUE,275000,TRUE,TRUE,FALSE,3,0
722,120,"RM",48.4278581419595,4426,4,TRUE,"Inside",TRUE,"CollgCr","Norm","TwnhsE","1Story",6,5,2004,FALSE,"VinylSd","VinylSd","BrkFace",169,3,"PConc",3,2,3,6,1,186,848,5,0,0,848,1,1,7,2,420,"Y",160,0,0,FALSE,"None",0,5,2010,TRUE,143000,TRUE,FALSE,FALSE,2,0
